Category,City,Country/Region,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State/Province,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Midland,United States,John Huston,Avery,19/05/2020,US-2020-107699,48640,Avery Heavy-Duty EZD View Binder with Locking Rings,Central,Consumer,23/05/2020,Standard Class,Michigan,Binders,0.0,26.4132,9,57.42
Office Supplies,Virginia Beach,United States,Tamara Dahlen,Acme,19/05/2020,US-2020-130155,23464,Acme Design Stainless Steel Bent Scissors,South,Consumer,22/05/2020,First Class,Virginia,Supplies,0.0,9.234,5,34.2
Furniture,Dover,United States,Randy Ferguson,Other,20/05/2020,US-2020-114188,3820,24-Hour Round Wall Clock,East,Corporate,22/05/2020,Second Class,New Hampshire,Furnishings,0.0,60.1398,7,139.86
Furniture,San Marcos,United States,Matt Collister,Other,20/05/2020,US-2020-130673,78666,Contemporary Borderless Frame,Central,Corporate,22/05/2020,Second Class,Texas,Furnishings,0.6,-5.9409,3,10.332
Office Supplies,Dover,United States,Randy Ferguson,Acco,20/05/2020,US-2020-114188,3820,Acco 6 Outlet Guardian Basic Surge Suppressor,East,Corporate,22/05/2020,Second Class,New Hampshire,Appliances,0.0,9.3184,4,33.28
Office Supplies,Dover,United States,Randy Ferguson,Sanford,20/05/2020,US-2020-114188,3820,"Sanford Colorific Scented Colored Pencils, 12/Pack",East,Corporate,22/05/2020,Second Class,New Hampshire,Art,0.0,11.9412,9,38.52
Office Supplies,San Marcos,United States,Matt Collister,Xerox,20/05/2020,US-2020-130673,78666,Xerox 213,Central,Corporate,22/05/2020,Second Class,Texas,Paper,0.2,3.6288,2,10.368
Office Supplies,San Marcos,United States,Matt Collister,Rogers,20/05/2020,US-2020-130673,78666,Rogers Profile Extra Capacity Storage Tub,Central,Corporate,22/05/2020,Second Class,Texas,Storage,0.2,-13.392,5,66.96
Technology,San Marcos,United States,Matt Collister,SanDisk,20/05/2020,US-2020-130673,78666,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Central,Corporate,22/05/2020,Second Class,Texas,Accessories,0.2,-3.6372,2,20.784
Furniture,Vancouver,Canada,Chuck Clark,Global,20/05/2020,CA-2020-166695,V6Z,"Global Geo Office Task Chair, Gray",West,Home Office,24/05/2020,Standard Class,British Columbia,Chairs,0.2,-97.18,8,518.27
Furniture,Vancouver,Canada,Chuck Clark,G. E.,20/05/2020,CA-2020-166695,V6Z,G.E. Halogen Desk Lamp Bulbs,West,Home Office,24/05/2020,Standard Class,British Columbia,Furnishings,0.0,3.35,1,6.98
Technology,Vancouver,Canada,Chuck Clark,Okidata,20/05/2020,CA-2020-166695,V6Z,Okidata B400 Printer,West,Home Office,24/05/2020,Standard Class,British Columbia,Machines,0.2,38.61,1,343.2
Furniture,Houston,United States,Katherine Hughes,Global,21/05/2020,US-2020-127166,77070,Global Deluxe Steno Chair,Central,Consumer,23/05/2020,Second Class,Texas,Chairs,0.3,-29.2524,2,107.772
Office Supplies,Lawrence,United States,Frank Gastineau,Belkin,21/05/2020,US-2020-152443,1841,Belkin 8 Outlet Surge Protector,East,Home Office,26/05/2020,Standard Class,Massachusetts,Appliances,0.0,68.8464,6,245.88
Office Supplies,San Diego,United States,Bradley Talbott,Other,21/05/2020,US-2020-104780,92037,4009 Highlighters by Sanford,West,Home Office,25/05/2020,Standard Class,California,Art,0.0,10.5072,8,31.84
Office Supplies,Houston,United States,Katherine Hughes,Ibico,21/05/2020,US-2020-127166,77070,Ibico Plastic Spiral Binding Combs,Central,Consumer,23/05/2020,Second Class,Texas,Binders,0.8,-31.008,3,18.24
Office Supplies,Lawrence,United States,Frank Gastineau,GBC,21/05/2020,US-2020-152443,1841,GBC ProClick Punch Binding System,East,Home Office,26/05/2020,Standard Class,Massachusetts,Binders,0.0,219.4514,7,447.86
Office Supplies,Virginia Beach,United States,Mitch Willingham,Fellowes,21/05/2020,US-2020-117639,23464,Fellowes PB300 Plastic Comb Binding Machine,South,Corporate,25/05/2020,Standard Class,Virginia,Binders,0.0,1276.4871,7,2715.93
Office Supplies,Houston,United States,Katherine Hughes,Staple envelope,21/05/2020,US-2020-127166,77070,Staple envelope,Central,Consumer,23/05/2020,Second Class,Texas,Envelopes,0.2,21.024,6,56.064
Office Supplies,Houston,United States,Katherine Hughes,Adams,21/05/2020,US-2020-127166,77070,"Adams Telephone Message Books, 5 1/4 x 11",Central,Consumer,23/05/2020,Second Class,Texas,Paper,0.2,1.6308,1,4.832
Office Supplies,Lawrence,United States,Frank Gastineau,Xerox,21/05/2020,US-2020-152443,1841,Xerox 1992,East,Home Office,26/05/2020,Standard Class,Massachusetts,Paper,0.0,8.7906,3,17.94
Technology,Virginia Beach,United States,Mitch Willingham,Plantronics,21/05/2020,US-2020-117639,23464,Plantronics Voyager Pro Legend,South,Corporate,25/05/2020,Standard Class,Virginia,Phones,0.0,173.0316,3,617.97
Office Supplies,Montreal,Canada,Frank Gastineau,Belkin,21/05/2020,CA-2020-152443,H1A,Belkin 8 Outlet Surge Protector,East,Home Office,26/05/2020,Standard Class,Quebec,Appliances,0.0,68.8464,6,245.88
Office Supplies,Montreal,Canada,Frank Gastineau,GBC,21/05/2020,CA-2020-152443,H1A,GBC ProClick Punch Binding System,East,Home Office,26/05/2020,Standard Class,Quebec,Binders,0.0,219.4514,7,447.86
Office Supplies,Montreal,Canada,Frank Gastineau,Xerox,21/05/2020,CA-2020-152443,H1A,Xerox 1992,East,Home Office,26/05/2020,Standard Class,Quebec,Paper,0.0,8.7906,3,17.94
Technology,Decatur,United States,Evan Henry,Nortel,22/05/2020,US-2020-143840,35601,Nortel Networks T7316 E Nt8 B27,South,Consumer,29/05/2020,Standard Class,Alabama,Phones,0.0,33.995,2,135.98
Technology,Decatur,United States,Evan Henry,Plantronics,22/05/2020,US-2020-143840,35601,Plantronics Encore H101 Dual Earpieces Headset,South,Consumer,29/05/2020,Standard Class,Alabama,Phones,0.0,12.586,1,44.95
Office Supplies,New York City,United States,Greg Tran,Other,23/05/2020,US-2020-135881,10035,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",East,Consumer,27/05/2020,Standard Class,New York,Appliances,0.0,56.2032,1,208.16
Office Supplies,Philadelphia,United States,Andrew Roberts,Newell,23/05/2020,US-2020-105767,19134,Newell 317,East,Consumer,27/05/2020,Standard Class,Pennsylvania,Art,0.2,2.3814,9,21.168
Office Supplies,New York City,United States,Greg Tran,Avery,23/05/2020,US-2020-135881,10035,Avery Non-Stick Binders,East,Consumer,27/05/2020,Standard Class,New York,Binders,0.2,5.837,5,17.96
Office Supplies,Philadelphia,United States,Andrew Roberts,Angle-D,23/05/2020,US-2020-105767,19134,Angle-D Ring Binders,East,Consumer,27/05/2020,Standard Class,Pennsylvania,Binders,0.7,-2.6256,2,3.282
Office Supplies,Bellevue,United States,Erica Hackney,Xerox,23/05/2020,US-2020-138513,98006,Xerox 1999,West,Consumer,27/05/2020,Standard Class,Washington,Paper,0.0,6.2208,2,12.96
Office Supplies,New York City,United States,Greg Tran,Other,23/05/2020,US-2020-135881,10035,Letter Slitter,East,Consumer,27/05/2020,Standard Class,New York,Supplies,0.0,0.1512,2,5.04
Technology,Philadelphia,United States,Andrew Roberts,Motorola,23/05/2020,US-2020-105767,19134,Motorola L804,East,Consumer,27/05/2020,Standard Class,Pennsylvania,Phones,0.4,-10.1178,2,55.188
Office Supplies,Baltimore,United States,Resi Pölking,Xerox,24/05/2020,US-2020-143413,21215,Xerox 1944,East,Consumer,30/05/2020,Standard Class,Maryland,Paper,0.0,56.9772,3,116.28
Furniture,Chicago,United States,Janet Lee,Electrix,25/05/2020,US-2020-130379,60623,"Electrix Incandescent Magnifying Lamp, Black",Central,Consumer,29/05/2020,Standard Class,Illinois,Furnishings,0.6,-24.189,2,29.32
Office Supplies,Chicago,United States,Janet Lee,Harmony,25/05/2020,US-2020-130379,60623,Harmony Air Purifier,Central,Consumer,29/05/2020,Standard Class,Illinois,Appliances,0.8,-166.32,2,75.6
Office Supplies,New York City,United States,Barry Weirich,Strathmore,25/05/2020,US-2020-100391,10035,Strathmore Photo Frame Cards,East,Consumer,29/05/2020,Standard Class,New York,Paper,0.0,6.7252,2,14.62
Furniture,Los Angeles,United States,Marina Lichtenstein,Sauder,26/05/2020,US-2020-156349,90008,Sauder Inglewood Library Bookcases,West,Corporate,30/05/2020,Standard Class,California,Bookcases,0.15,27.3568,2,290.666
Furniture,Los Angeles,United States,Herbert Flentye,Hon,26/05/2020,US-2020-158029,90008,Hon Olson Stacker Stools,West,Consumer,30/05/2020,Standard Class,California,Chairs,0.2,22.5296,2,225.296
Furniture,Chicago,United States,Michelle Moray,Global,26/05/2020,US-2020-144029,60623,Global Commerce Series Low-Back Swivel/Tilt Chairs,Central,Consumer,31/05/2020,Standard Class,Illinois,Chairs,0.3,-5.1396,2,359.772
Office Supplies,Chicago,United States,Michelle Moray,Dixon,26/05/2020,US-2020-144029,60623,DIXON Ticonderoga Erasable Checking Pencils,Central,Consumer,31/05/2020,Standard Class,Illinois,Art,0.2,3.1806,3,13.392
Office Supplies,Murray,United States,Dean percer,Wirebound,26/05/2020,US-2020-129574,84107,"Wirebound Service Call Books, 5 1/2"" x 4""",West,Home Office,29/05/2020,First Class,Utah,Paper,0.0,23.232,5,48.4
Office Supplies,Chicago,United States,Michelle Moray,SAFCO,26/05/2020,US-2020-144029,60623,"SAFCO Mobile Desk Side File, Wire Frame",Central,Consumer,31/05/2020,Standard Class,Illinois,Storage,0.2,7.6968,3,102.624
Technology,Los Angeles,United States,Marina Lichtenstein,Other,26/05/2020,US-2020-156349,90008,VTech DS6151,West,Corporate,30/05/2020,Standard Class,California,Phones,0.2,20.1584,2,201.584
Technology,Los Angeles,United States,Marina Lichtenstein,Other,26/05/2020,US-2020-156349,90008,netTALK DUO VoIP Telephone Service,West,Corporate,30/05/2020,Standard Class,California,Phones,0.2,31.494,2,83.984
Furniture,San Diego,United States,Maya Herman,KI,27/05/2020,US-2020-124429,92105,KI Conference Tables,West,Corporate,27/05/2020,Same Day,California,Tables,0.2,-28.356,10,567.12
Office Supplies,Chicago,United States,Laurel Elliston,Fellowes,27/05/2020,US-2020-117058,60653,Fellowes Presentation Covers for Comb Binding Machines,Central,Consumer,30/05/2020,First Class,Illinois,Binders,0.8,-30.555,6,17.46
Office Supplies,San Diego,United States,Maya Herman,Fellowes,27/05/2020,US-2020-124429,92105,Fellowes Officeware Wire Shelving,West,Corporate,27/05/2020,Same Day,California,Storage,0.0,7.1864,4,359.32
Technology,San Francisco,United States,Lena Creighton,Logitech,27/05/2020,US-2020-139192,94109,Logitech Wireless Performance Mouse MX for PC and Mac,West,Consumer,01/06/2020,Second Class,California,Accessories,0.0,37.9962,1,99.99
Technology,San Francisco,United States,Lena Creighton,Plantronics,27/05/2020,US-2020-139192,94109,Plantronics HL10 Handset Lifter,West,Consumer,01/06/2020,Second Class,California,Phones,0.2,125.2692,12,1113.504
Office Supplies,Seattle,United States,Magdelene Morse,Other,28/05/2020,US-2020-108861,98105,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,Consumer,01/06/2020,Standard Class,Washington,Binders,0.2,51.36,4,136.96
Technology,Seattle,United States,Patrick Jones,Imation,28/05/2020,US-2020-135993,98115,Imation 30456 USB Flash Drive 8GB,West,Corporate,02/06/2020,Standard Class,Washington,Accessories,0.0,2.208,4,27.6
Technology,Seattle,United States,Patrick Jones,Other,28/05/2020,US-2020-135993,98115,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,West,Corporate,02/06/2020,Standard Class,Washington,Phones,0.2,5.7408,6,57.408
Furniture,Buffalo Grove,United States,Shahid Shariari,Chromcraft,30/05/2020,US-2020-145800,60089,Chromcraft Rectangular Conference Tables,Central,Consumer,05/06/2020,Standard Class,Illinois,Tables,0.5,-184.8366,3,355.455
Office Supplies,New York City,United States,Laurel Workman,Honeywell,30/05/2020,US-2020-103429,10024,Honeywell Quietcare HEPA Air Cleaner,East,Corporate,01/06/2020,First Class,New York,Appliances,0.0,77.8635,3,235.95
Office Supplies,New York City,United States,James Galang,Wilson Jones,30/05/2020,US-2020-105872,10024,Wilson Jones Legal Size Ring Binders,East,Consumer,06/06/2020,Standard Class,New York,Binders,0.2,26.388,4,70.368
Office Supplies,New York City,United States,Laurel Workman,GBC,30/05/2020,US-2020-103429,10024,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",East,Corporate,01/06/2020,First Class,New York,Binders,0.2,8.9544,2,25.584
Office Supplies,Richmond,United States,Ellis Ballard,Ampad,30/05/2020,US-2020-146885,23223,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",South,Corporate,05/06/2020,Standard Class,Virginia,Paper,0.0,6.129,3,13.62
Office Supplies,New York City,United States,Laurel Workman,Xerox,30/05/2020,US-2020-103429,10024,Xerox 1948,East,Corporate,01/06/2020,First Class,New York,Paper,0.0,17.982,4,39.96
Technology,Chicago,United States,Mark Cousins,Brother,30/05/2020,US-2020-140473,60623,Brother DCP1000 Digital 3 in 1 Multifunction Machine,Central,Corporate,03/06/2020,Standard Class,Illinois,Copiers,0.2,134.9955,3,719.976
Technology,New York City,United States,Laurel Workman,Other,30/05/2020,US-2020-103429,10024,Geemarc AmpliPOWER60,East,Corporate,01/06/2020,First Class,New York,Phones,0.0,134.56,5,464.0
Technology,Jackson,United States,Jim Karlsson,Grandstream,31/05/2020,US-2020-166051,39212,Grandstream GXP1160 VoIP phone,South,Consumer,05/06/2020,Standard Class,Mississippi,Phones,0.0,32.9817,3,113.73
Technology,Jackson,United States,Jim Karlsson,Samsung,31/05/2020,US-2020-166051,39212,Samsung Galaxy Note 3,South,Consumer,05/06/2020,Standard Class,Mississippi,Phones,0.0,197.991,3,659.97
Furniture,Lakeville,United States,Dianna Wilson,Global,01/06/2020,US-2020-131926,55044,Global Deluxe High-Back Manager's Chair,Central,Home Office,06/06/2020,Second Class,Minnesota,Chairs,0.0,580.5394,7,2001.86
Furniture,Little Rock,United States,Liz Thompson,3M,01/06/2020,US-2020-165659,72209,3M Hangers With Command Adhesive,South,Consumer,06/06/2020,Standard Class,Arkansas,Furnishings,0.0,9.102,6,22.2
Office Supplies,Lakeville,United States,Dianna Wilson,Honeywell,01/06/2020,US-2020-131926,55044,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Central,Home Office,06/06/2020,Second Class,Minnesota,Appliances,0.0,496.0725,5,1503.25
Office Supplies,Detroit,United States,Quincy Jones,Acco,01/06/2020,US-2020-157070,48234,Acco 6 Outlet Guardian Premium Surge Suppressor,Central,Corporate,06/06/2020,Standard Class,Michigan,Appliances,0.1,12.376,5,65.52
Office Supplies,Lakewood,United States,Corey Roper,Boston,01/06/2020,US-2020-111003,8701,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,East,Home Office,06/06/2020,Standard Class,New Jersey,Art,0.0,83.868,6,289.2
Office Supplies,Lakewood,United States,Corey Roper,GBC,01/06/2020,US-2020-111003,8701,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",East,Home Office,06/06/2020,Standard Class,New Jersey,Binders,0.0,20.9208,3,45.48
Office Supplies,Detroit,United States,Quincy Jones,Wilson Jones,01/06/2020,US-2020-157070,48234,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Corporate,06/06/2020,Standard Class,Michigan,Binders,0.0,66.5088,4,138.56
Office Supplies,Lakeville,United States,Dianna Wilson,Xerox,01/06/2020,US-2020-131926,55044,Xerox 205,Central,Home Office,06/06/2020,Second Class,Minnesota,Paper,0.0,12.4416,4,25.92
Office Supplies,Lakeville,United States,Dianna Wilson,Adams,01/06/2020,US-2020-131926,55044,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Central,Home Office,06/06/2020,Second Class,Minnesota,Paper,0.0,23.94,6,47.88
Office Supplies,Lakeville,United States,Dianna Wilson,SAFCO,01/06/2020,US-2020-131926,55044,Safco Steel Mobile File Cart,Central,Home Office,06/06/2020,Second Class,Minnesota,Storage,0.0,41.68,2,166.72
Technology,Little Rock,United States,Liz Thompson,Other,01/06/2020,US-2020-165659,72209,Adtran 1202752G1,South,Consumer,06/06/2020,Standard Class,Arkansas,Phones,0.0,229.3018,7,881.93
Furniture,Orem,United States,Christine Kargatis,Other,02/06/2020,US-2020-104472,84057,Aluminum Document Frame,West,Home Office,07/06/2020,Standard Class,Utah,Furnishings,0.0,21.996,6,73.32
Office Supplies,Roswell,United States,Stewart Visinsky,Sanford,02/06/2020,US-2020-100895,30076,"Sanford Colorific Scented Colored Pencils, 12/Pack",South,Consumer,06/06/2020,Standard Class,Georgia,Art,0.0,2.6536,2,8.56
Office Supplies,Orem,United States,Christine Kargatis,GBC,02/06/2020,US-2020-104472,84057,GBC Standard Therm-A-Bind Covers,West,Home Office,07/06/2020,Standard Class,Utah,Binders,0.2,19.4376,3,59.808
Office Supplies,Roswell,United States,Stewart Visinsky,Other,02/06/2020,US-2020-100895,30076,"Hot File 7-Pocket, Floor Stand",South,Consumer,06/06/2020,Standard Class,Georgia,Storage,0.0,107.082,2,356.94
Technology,Roswell,United States,Stewart Visinsky,Other,02/06/2020,US-2020-100895,30076,Mophie Juice Pack Helium for iPhone,South,Consumer,06/06/2020,Standard Class,Georgia,Phones,0.0,67.1916,3,239.97
Furniture,Decatur,United States,Richard Eichhorn,Other,03/06/2020,US-2020-163867,62521,"Contract Clock, 14"", Brown",Central,Consumer,06/06/2020,First Class,Illinois,Furnishings,0.6,-40.0036,7,61.544
Furniture,Seattle,United States,Steven Cartwright,KI,03/06/2020,US-2020-135657,98115,KI Adjustable-Height Table,West,Consumer,07/06/2020,Second Class,Washington,Tables,0.0,113.4936,6,515.88
Office Supplies,Midland,United States,Ross Baird,Other,03/06/2020,US-2020-141299,48640,Security-Tint Envelopes,Central,Home Office,07/06/2020,Second Class,Michigan,Envelopes,0.0,7.4872,2,15.28
Office Supplies,Decatur,United States,Richard Eichhorn,Avery,03/06/2020,US-2020-163867,62521,Avery 513,Central,Consumer,06/06/2020,First Class,Illinois,Labels,0.2,5.1792,4,15.936
Office Supplies,Decatur,United States,Richard Eichhorn,Other,03/06/2020,US-2020-163867,62521,Recycled Steel Personal File for Standard File Folders,Central,Consumer,06/06/2020,First Class,Illinois,Storage,0.2,9.9522,3,132.696
Furniture,New York City,United States,Bobby Trafton,O'Sullivan,04/06/2020,US-2020-151946,10035,O'Sullivan Living Dimensions 5-Shelf Bookcases,East,Consumer,09/06/2020,Standard Class,New York,Bookcases,0.2,-44.196,2,353.568
Furniture,New York City,United States,Bobby Trafton,G. E.,04/06/2020,US-2020-151946,10035,G.E. Halogen Desk Lamp Bulbs,East,Consumer,09/06/2020,Standard Class,New York,Furnishings,0.0,6.7008,2,13.96
Furniture,New York City,United States,Bobby Trafton,Seth Thomas,04/06/2020,US-2020-151946,10035,"Seth Thomas 14"" Day/Date Wall Clock",East,Consumer,09/06/2020,Standard Class,New York,Furnishings,0.0,21.0752,2,56.96
Office Supplies,New York City,United States,Bobby Trafton,Other,04/06/2020,US-2020-151946,10035,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",East,Consumer,09/06/2020,Standard Class,New York,Appliances,0.0,4.0456,4,15.56
Office Supplies,Columbus,United States,Mark Packer,Easy-staple paper,04/06/2020,US-2020-147914,43229,Easy-staple paper,East,Home Office,09/06/2020,Standard Class,Ohio,Paper,0.2,5.8812,2,16.224
Furniture,Long Beach,United States,Grant Thornton,Chromcraft,06/06/2020,US-2020-159520,11561,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",East,Corporate,11/06/2020,Standard Class,New York,Tables,0.4,-347.1174,3,991.764
Office Supplies,Rochester,United States,Bryan Mills,Sanford,06/06/2020,US-2020-133270,14609,Sanford Liquid Accent Highlighters,East,Consumer,09/06/2020,First Class,New York,Art,0.0,4.9432,2,13.36
Office Supplies,Jacksonville,United States,Stewart Visinsky,Other,06/06/2020,US-2020-169257,32216,Presstex Flexible Ring Binders,South,Consumer,12/06/2020,Standard Class,Florida,Binders,0.7,-0.91,1,1.365
Office Supplies,Chicago,United States,Sarah Bern,Avery,06/06/2020,US-2020-161305,60623,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Central,Consumer,12/06/2020,Standard Class,Illinois,Binders,0.8,-38.1114,3,24.588
Office Supplies,Long Beach,United States,Grant Thornton,Wilson Jones,06/06/2020,US-2020-159520,11561,Wilson Jones Century Plastic Molded Ring Binders,East,Corporate,11/06/2020,Standard Class,New York,Binders,0.2,50.4711,9,149.544
Office Supplies,Chicago,United States,Sarah Bern,Other,06/06/2020,US-2020-161305,60623,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Central,Consumer,12/06/2020,Standard Class,Illinois,Envelopes,0.2,4.7196,2,13.984
Office Supplies,Houston,United States,Valerie Takahito,Other,06/06/2020,US-2020-151897,77070,Round Specialty Laser Printer Labels,Central,Home Office,10/06/2020,Standard Class,Texas,Labels,0.2,33.831,10,100.24
Office Supplies,Jacksonville,United States,Stewart Visinsky,Xerox,06/06/2020,US-2020-169257,32216,Xerox 1944,South,Consumer,12/06/2020,Standard Class,Florida,Paper,0.2,22.4808,2,62.016
Office Supplies,Long Beach,United States,Grant Thornton,Acme,06/06/2020,US-2020-159520,11561,Acme Office Executive Series Stainless Steel Trimmers,East,Corporate,11/06/2020,Standard Class,New York,Supplies,0.0,4.4564,2,17.14
Furniture,Aurora,United States,Nick Radford,Bevis,07/06/2020,US-2020-106229,60505,"Bevis Round Conference Table Top, X-Base",Central,Consumer,11/06/2020,Second Class,Illinois,Tables,0.5,-209.7693,3,268.935
Office Supplies,Peoria,United States,Bart Pistole,Wilson Jones,07/06/2020,US-2020-134971,61604,Wilson Jones Century Plastic Molded Ring Binders,Central,Corporate,10/06/2020,Second Class,Illinois,Binders,0.8,-20.5623,3,12.462
Furniture,Bristol,United States,Katrina Edelman,Other,08/06/2020,US-2020-109162,37620,"Situations Contoured Folding Chairs, 4/Set",South,Corporate,12/06/2020,Standard Class,Tennessee,Chairs,0.2,10.647,3,170.352
Furniture,Seattle,United States,Carlos Soltero,Hon,08/06/2020,US-2020-141257,98115,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",West,Consumer,14/06/2020,Standard Class,Washington,Chairs,0.2,73.194,3,585.552
Office Supplies,Long Beach,United States,Rick Duston,Other,08/06/2020,US-2020-108147,11561,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",East,Consumer,13/06/2020,Standard Class,New York,Binders,0.2,25.68,2,68.48
Office Supplies,Long Beach,United States,Rick Duston,Tennsco,08/06/2020,US-2020-108147,11561,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",East,Consumer,13/06/2020,Standard Class,New York,Storage,0.0,83.844,6,1676.88
Furniture,Los Angeles,United States,Brosina Hoffman,Eldon,09/06/2020,US-2020-115812,90032,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",West,Consumer,14/06/2020,Standard Class,California,Furnishings,0.0,14.1694,7,48.86
Furniture,North Las Vegas,United States,Thomas Seio,Executive Impressions,09/06/2020,US-2020-160262,89031,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",West,Corporate,13/06/2020,Second Class,Nevada,Furnishings,0.0,14.212,2,37.4
Furniture,Los Angeles,United States,Brosina Hoffman,Chromcraft,09/06/2020,US-2020-115812,90032,Chromcraft Rectangular Conference Tables,West,Consumer,14/06/2020,Standard Class,California,Tables,0.2,85.3092,9,1706.184
Furniture,Harrisonburg,United States,Frank Olsen,Bevis,09/06/2020,US-2020-132612,22801,Bevis 44 x 96 Conference Tables,South,Consumer,11/06/2020,Second Class,Virginia,Tables,0.0,245.021,7,1441.3
Office Supplies,Los Angeles,United States,Brosina Hoffman,Belkin,09/06/2020,US-2020-115812,90032,Belkin F5C206VTEL 6 Outlet Surge,West,Consumer,14/06/2020,Standard Class,California,Appliances,0.0,34.47,5,114.9
Office Supplies,Huntsville,United States,Carl Weiss,Boston,09/06/2020,US-2020-133753,77340,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Central,Home Office,13/06/2020,Second Class,Texas,Art,0.2,6.1572,2,70.368
Office Supplies,North Las Vegas,United States,Thomas Seio,Dixon,09/06/2020,US-2020-160262,89031,DIXON Oriole Pencils,West,Corporate,13/06/2020,Second Class,Nevada,Art,0.0,4.6956,7,18.06
Office Supplies,Los Angeles,United States,Brosina Hoffman,Newell,09/06/2020,US-2020-115812,90032,Newell 322,West,Consumer,14/06/2020,Standard Class,California,Art,0.0,1.9656,4,7.28
Office Supplies,San Francisco,United States,Chuck Magee,Other,09/06/2020,US-2020-133851,94122,Deluxe Chalkboard Eraser Cleaner,West,Consumer,16/06/2020,Standard Class,California,Art,0.0,10.626,2,23.1
Office Supplies,Los Angeles,United States,Brosina Hoffman,DXL,09/06/2020,US-2020-115812,90032,DXL Angle-View Binders with Locking Rings by Samsill,West,Consumer,14/06/2020,Standard Class,California,Binders,0.2,5.7825,3,18.504
Office Supplies,North Las Vegas,United States,Thomas Seio,Xerox,09/06/2020,US-2020-160262,89031,Xerox 1909,West,Corporate,13/06/2020,Second Class,Nevada,Paper,0.0,36.4044,3,79.14
Office Supplies,San Francisco,United States,Chuck Magee,Staple remover,09/06/2020,US-2020-133851,94122,Staple remover,West,Consumer,16/06/2020,Standard Class,California,Supplies,0.0,0.1472,2,7.36
Technology,Huntsville,United States,Carl Weiss,Logitech,09/06/2020,US-2020-133753,77340,Logitech M510 Wireless Mouse,Central,Home Office,13/06/2020,Second Class,Texas,Accessories,0.2,10.3974,2,63.984
Technology,Huntsville,United States,Carl Weiss,Square,09/06/2020,US-2020-133753,77340,Square Credit Card Reader,Central,Home Office,13/06/2020,Second Class,Texas,Phones,0.2,0.5994,1,7.992
Technology,Los Angeles,United States,Brosina Hoffman,Other,09/06/2020,US-2020-115812,90032,Konftel 250 Conference phone - Charcoal black,West,Consumer,14/06/2020,Standard Class,California,Phones,0.2,68.3568,4,911.424
Technology,Los Angeles,United States,Brosina Hoffman,Mitel,09/06/2020,US-2020-115812,90032,Mitel 5320 IP Phone VoIP phone,West,Consumer,14/06/2020,Standard Class,California,Phones,0.2,90.7152,6,907.152
Office Supplies,Detroit,United States,Heather Kirkland,Other,10/06/2020,US-2020-144281,48234,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Central,Corporate,15/06/2020,Second Class,Michigan,Labels,0.0,240.8595,5,491.55
Office Supplies,Los Angeles,United States,Filia McAdams,Staples in misc. colors,13/06/2020,US-2020-114643,90032,Staples in misc. colors,West,Corporate,17/06/2020,Standard Class,California,Art,0.0,4.7916,3,14.52
Furniture,Detroit,United States,Sharelle Roach,Hon,14/06/2020,US-2020-140487,48234,"Hon Metal Bookcases, Gray",Central,Home Office,20/06/2020,Standard Class,Michigan,Bookcases,0.0,57.4938,3,212.94
Furniture,San Antonio,United States,Kelly Lampkin,Global,15/06/2020,US-2020-141215,78207,Global Commerce Series High-Back Swivel/Tilt Chairs,Central,Corporate,21/06/2020,Standard Class,Texas,Chairs,0.3,-56.996,4,797.944
Furniture,San Antonio,United States,Kelly Lampkin,Lesro,15/06/2020,US-2020-141215,78207,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Central,Corporate,21/06/2020,Standard Class,Texas,Tables,0.3,-18.5562,2,99.918
